"","genome_position","N","mean_Kd_inverse","N_over_1.5","N_0.15_to_1.5","N_0.09_to_0.15","N_0.04_to_0.09","Total_over_0.04"
"90981",45490500,1000,0.00243511,0,0,0,0,0
"90982",45491000,1000,0.00250041,0,0,0,1,1
"90983",45491500,1000,0.0027765,0,0,1,3,4
"90984",45492000,1000,0.00277049,0,0,1,3,4
"90985",45492500,1000,0.00272096,0,0,0,1,1
"90986",45493000,1000,0.00277637,0,0,1,1,2
"90987",45493500,1000,0.00256285,0,0,1,1,2
"90988",45494000,1000,0.0024073,0,0,0,0,0
"90989",45494500,1000,0.00256429,0,0,1,0,1
"90990",45495000,1000,0.0026281,0,0,1,0,1
"90991",45495500,1000,0.00266481,0,0,0,1,1
"90992",45496000,1000,0.00270438,0,0,0,1,1
"90993",45496500,1000,0.00270778,0,0,0,0,0
"90994",45497000,1000,0.00271868,0,0,0,1,1
"90995",45497500,1000,0.00265277,0,0,0,1,1
"90996",45498000,1000,0.00255896,0,0,0,0,0
"90997",45498500,1000,0.00273466,0,0,1,0,1
"90998",45499000,1000,0.0028282,0,0,2,1,3
"90999",45499500,1000,0.00265958,0,0,1,1,2
"91000",45500000,1000,0.00258911,0,0,0,0,0
"91001",45500500,1000,0.00270594,0,0,0,2,2
"91002",45501000,1000,0.00267105,0,0,0,2,2
"91003",45501500,1000,0.00262604,0,0,0,0,0
"91004",45502000,1000,0.00277166,0,0,0,2,2
"91005",45502500,1000,0.00280693,0,0,1,3,4
"91006",45503000,1000,0.00284627,0,0,1,1,2
"91007",45503500,1000,0.00265228,0,0,0,0,0
"91008",45504000,1000,0.00263479,0,0,0,2,2
"91009",45504500,1000,0.00281542,0,0,0,2,2
"91010",45505000,1000,0.00271749,0,0,0,0,0
"91011",45505500,1000,0.00254599,0,0,0,0,0
"91012",45506000,1000,0.00267373,0,0,0,1,1
"91013",45506500,1000,0.00285126,0,0,0,3,3
"91014",45507000,1000,0.00273964,0,0,0,2,2
"91015",45507500,1000,0.00262422,0,0,0,0,0
"91016",45508000,1000,0.0026031,0,0,0,0,0
"91017",45508500,1000,0.00266758,0,0,0,0,0
"91018",45509000,1000,0.00270835,0,0,0,0,0
"91019",45509500,1000,0.00260039,0,0,0,0,0
"91020",45510000,1000,0.00256993,0,0,0,1,1
"91021",45510500,1000,0.00265679,0,0,0,2,2
"91022",45511000,1000,0.00267332,0,0,0,1,1
"91023",45511500,1000,0.00256979,0,0,0,0,0
"91024",45512000,1000,0.00253968,0,0,0,0,0
"91025",45512500,1000,0.00266782,0,0,0,0,0
"91026",45513000,1000,0.00266117,0,0,0,1,1
"91027",45513500,1000,0.00264922,0,0,0,2,2
"91028",45514000,1000,0.00278903,0,0,1,1,2
"91029",45514500,1000,0.00289142,0,0,2,1,3
"91030",45515000,1000,0.00275274,0,0,1,1,2
"91031",45515500,1000,0.00265805,0,0,0,0,0
"91032",45516000,1000,0.00264667,0,0,0,0,0
"91033",45516500,1000,0.0026466,0,0,0,0,0
"91034",45517000,1000,0.00265915,0,0,0,1,1
"91035",45517500,1000,0.00265588,0,0,0,2,2
"91036",45518000,1000,0.00279413,0,0,1,1,2
"91037",45518500,1000,0.00286806,0,0,2,1,3
"91038",45519000,1000,0.00274657,0,0,1,1,2
"91039",45519500,1000,0.00266444,0,0,0,0,0
"91040",45520000,1000,0.00268168,0,0,0,1,1
"91041",45520500,1000,0.00267269,0,0,0,1,1
"91042",45521000,1000,0.00261863,0,0,0,1,1
"91043",45521500,1000,0.0025487,0,0,0,2,2
"91044",45522000,1000,0.00251975,0,0,0,2,2
"91045",45522500,1000,0.00255519,0,0,0,1,1
"91046",45523000,1000,0.0026389,0,0,0,1,1
"91047",45523500,1000,0.00268532,0,0,0,2,2
"91048",45524000,1000,0.0026736,0,0,1,1,2
"91049",45524500,1000,0.0027009,0,0,1,1,2
"91050",45525000,1000,0.002601,0,0,0,1,1
"91051",45525500,1000,0.00248197,0,0,0,1,1
"91052",45526000,1000,0.00261139,0,0,0,2,2
"91053",45526500,1000,0.00287694,0,0,1,3,4
"91054",45527000,1000,0.00279376,0,0,1,2,3
"91055",45527500,1000,0.00258014,0,0,0,0,0
"91056",45528000,1000,0.00261276,0,0,0,1,1
"91057",45528500,1000,0.00264859,0,0,0,1,1
"91058",45529000,1000,0.0026929,0,0,0,0,0
"91059",45529500,1000,0.00276069,0,0,1,0,1
"91060",45530000,1000,0.00284796,0,0,1,3,4
"91061",45530500,1000,0.00263269,0,0,0,3,3
"91062",45531000,1000,0.00245201,0,0,0,0,0
"91063",45531500,1000,0.00257149,0,0,0,0,0
"91064",45532000,1000,0.0025822,0,0,0,0,0
"91065",45532500,1000,0.00263564,0,0,0,2,2
"91066",45533000,1000,0.00273266,0,0,0,2,2
"91067",45533500,1000,0.00270008,0,0,0,0,0
"91068",45534000,1000,0.00267582,0,0,0,1,1
"91069",45534500,1000,0.00270862,0,0,0,1,1
"91070",45535000,1000,0.00262832,0,0,0,0,0
"91071",45535500,1000,0.00256493,0,0,0,0,0
"91072",45536000,1000,0.00251321,0,0,0,0,0
"91073",45536500,1000,0.00241267,0,0,0,0,0
"91074",45537000,1000,0.0025706,0,0,0,0,0
"91075",45537500,1000,0.00279882,0,0,0,2,2
"91076",45538000,1000,0.00284316,0,0,1,3,4
"91077",45538500,1000,0.00303537,0,0,3,5,8
"91078",45539000,1000,0.00289058,0,0,2,4,6
"91079",45539500,1000,0.00249594,0,0,0,0,0
"91080",45540000,1000,0.00266387,0,1,0,0,1
"91081",45540500,1000,0.00268423,0,1,0,0,1
"91082",45541000,1000,0.00250809,0,0,0,0,0
"91083",45541500,1000,0.00254119,0,0,0,0,0
"91084",45542000,1000,0.00253969,0,0,1,0,1
"91085",45542500,1000,0.00254588,0,0,1,0,1
"91086",45543000,1000,0.00262396,0,0,0,1,1
"91087",45543500,1000,0.00261865,0,0,0,1,1
"91088",45544000,1000,0.00259614,0,0,0,2,2
"91089",45544500,1000,0.00253662,0,0,0,2,2
"91090",45545000,1000,0.00249585,0,0,0,1,1
"91091",45545500,1000,0.00249974,0,0,0,1,1
"91092",45546000,1000,0.00247311,0,0,0,0,0
"91093",45546500,1000,0.00260771,0,0,0,2,2
"91094",45547000,1000,0.00266654,0,0,0,3,3
"91095",45547500,1000,0.00282262,0,0,0,2,2
"91096",45548000,1000,0.00309713,0,0,0,3,3
"91097",45548500,1000,0.00316182,0,0,1,3,4
"91098",45549000,1000,0.00320048,0,0,2,2,4
"91099",45549500,1000,0.00305117,0,0,1,1,2
"91100",45550000,1000,0.00273796,0,0,0,0,0
"91101",45550500,1000,0.0026541,0,0,0,1,1
"91102",45551000,1000,0.00276932,0,0,1,1,2
"91103",45551500,1000,0.00263799,0,0,1,0,1
"91104",45552000,1000,0.00253891,0,0,0,1,1
"91105",45552500,1000,0.00252939,0,0,0,1,1
"91106",45553000,1000,0.00261842,0,0,0,2,2
"91107",45553500,1000,0.00281219,0,0,0,3,3
"91108",45554000,1000,0.00271376,0,0,0,2,2
"91109",45554500,1000,0.00264742,0,0,0,1,1
"91110",45555000,1000,0.0026387,0,0,1,0,1
"91111",45555500,1000,0.00254611,0,0,1,0,1
"91112",45556000,1000,0.00256172,0,0,0,0,0
"91113",45556500,1000,0.00268578,0,0,0,2,2
"91114",45557000,1000,0.00277677,0,0,0,4,4
"91115",45557500,1000,0.00279907,0,0,1,3,4
"91116",45558000,1000,0.00264097,0,0,1,1,2
"91117",45558500,1000,0.00259595,0,0,0,1,1
"91118",45559000,1000,0.00279763,0,1,0,1,2
"91119",45559500,1000,0.00274028,0,1,0,1,2
"91120",45560000,1000,0.00274533,0,0,1,2,3
"91121",45560500,1000,0.00277844,0,0,1,1,2
"91122",45561000,1000,0.00264312,0,0,0,0,0
"91123",45561500,1000,0.00280012,0,0,1,2,3
"91124",45562000,1000,0.0027907,0,0,1,3,4
"91125",45562500,1000,0.00260225,0,0,0,1,1
"91126",45563000,1000,0.00255178,0,0,0,1,1
"91127",45563500,1000,0.00261829,0,0,1,1,2
"91128",45564000,1000,0.00260182,0,0,1,0,1
"91129",45564500,1000,0.00261285,0,0,0,1,1
"91130",45565000,1000,0.00261012,0,0,0,1,1
"91131",45565500,1000,0.00241658,0,0,0,0,0
"91132",45566000,1000,0.00244266,0,0,0,0,0
"91133",45566500,1000,0.00269848,0,0,1,1,2
"91134",45567000,1000,0.00277861,0,0,2,3,5
"91135",45567500,1000,0.00265358,0,0,1,2,3
"91136",45568000,1000,0.00254442,0,0,0,0,0
"91137",45568500,1000,0.00262651,0,0,1,1,2
"91138",45569000,1000,0.0027073,0,0,1,3,4
"91139",45569500,1000,0.00253902,0,0,0,2,2
"91140",45570000,1000,0.00264341,0,1,0,0,1
"91141",45570500,1000,0.00276844,0,1,0,2,3
"91142",45571000,1000,0.00255928,0,0,0,2,2
"91143",45571500,1000,0.00249234,0,0,0,1,1
"91144",45572000,1000,0.00248913,0,0,0,1,1
"91145",45572500,1000,0.00257007,0,0,0,0,0
"91146",45573000,1000,0.00274637,0,0,0,2,2
"91147",45573500,1000,0.00274803,0,0,0,3,3
"91148",45574000,1000,0.00267163,0,0,0,1,1
"91149",45574500,1000,0.0026508,0,0,0,0,0
"91150",45575000,1000,0.00272851,0,0,0,0,0
"91151",45575500,1000,0.00263895,0,0,0,0,0
"91152",45576000,1000,0.00254844,0,0,0,0,0
"91153",45576500,1000,0.00266789,0,0,1,0,1
"91154",45577000,1000,0.002775,0,0,1,1,2
"91155",45577500,1000,0.00281983,0,1,0,1,2
"91156",45578000,1000,0.00256433,0,1,0,0,1
"91157",45578500,1000,0.002583,0,0,0,2,2
"91158",45579000,1000,0.00284955,0,0,0,4,4
"91159",45579500,1000,0.00283364,0,0,0,2,2
"91160",45580000,1000,0.00268302,0,0,0,0,0
"91161",45580500,1000,0.00244536,0,0,0,1,1
"91162",45581000,1000,0.00251146,0,0,0,2,2
"91163",45581500,1000,0.00273548,0,0,0,1,1
"91164",45582000,1000,0.00268695,0,0,0,0,0
"91165",45582500,1000,0.00268276,0,0,1,1,2
"91166",45583000,1000,0.0025872,0,0,1,1,2
"91167",45583500,1000,0.0025351,0,0,0,0,0
"91168",45584000,1000,0.00258708,0,0,0,0,0
"91169",45584500,1000,0.00250143,0,0,0,0,0
"91170",45585000,1000,0.00241191,0,0,0,0,0
"91171",45585500,1000,0.00241501,0,0,0,0,0
"91172",45586000,1000,0.00276132,0,1,0,1,2
"91173",45586500,1000,0.0028993,0,1,0,1,2
"91174",45587000,1000,0.00263758,0,0,0,0,0
"91175",45587500,1000,0.00261197,0,0,1,1,2
"91176",45588000,1000,0.00289332,0,0,2,2,4
"91177",45588500,1000,0.0027713,0,0,1,2,3
"91178",45589000,1000,0.00261668,0,0,0,3,3
"91179",45589500,1000,0.00264318,0,0,0,2,2
"91180",45590000,1000,0.00263391,0,0,0,1,1
"91181",45590500,1000,0.00279937,0,0,1,2,3
"91182",45591000,1000,0.00280088,0,0,1,3,4
"91183",45591500,1000,0.00262461,0,0,0,2,2
"91184",45592000,1000,0.00265276,0,0,0,0,0
"91185",45592500,1000,0.00267874,0,0,0,1,1
"91186",45593000,1000,0.00260678,0,0,0,1,1
"91187",45593500,1000,0.00257175,0,0,0,0,0
"91188",45594000,1000,0.00253462,0,0,0,0,0
"91189",45594500,1000,0.00269439,0,0,0,1,1
"91190",45595000,1000,0.00288602,0,0,0,2,2
"91191",45595500,1000,0.00285776,0,0,0,3,3
"91192",45596000,1000,0.00275189,0,0,0,2,2
"91193",45596500,1000,0.0026868,0,0,0,0,0
"91194",45597000,1000,0.00276728,0,0,1,0,1
"91195",45597500,1000,0.00267507,0,0,1,0,1
"91196",45598000,1000,0.00248776,0,0,0,0,0
"91197",45598500,1000,0.00260078,0,0,0,0,0
"91198",45599000,1000,0.00265931,0,0,0,1,1
"91199",45599500,1000,0.00246823,0,0,0,1,1
"91200",45600000,1000,0.00241584,0,0,0,0,0
"91201",45600500,1000,0.00264724,0,0,0,0,0
"91202",45601000,1000,0.00280829,0,0,0,1,1
"91203",45601500,1000,0.00287268,0,0,0,1,1
"91204",45602000,1000,0.00267747,0,0,0,0,0
"91205",45602500,1000,0.00242371,0,0,0,0,0
"91206",45603000,1000,0.00257657,0,0,0,2,2
"91207",45603500,1000,0.00272404,0,0,0,4,4
"91208",45604000,1000,0.00272317,0,0,0,4,4
"91209",45604500,1000,0.00263559,0,0,0,2,2
"91210",45605000,1000,0.00264069,0,0,0,2,2
"91211",45605500,1000,0.00281657,0,0,0,5,5
"91212",45606000,1000,0.00277459,0,0,0,4,4
"91213",45606500,1000,0.00274958,0,0,0,2,2
"91214",45607000,1000,0.00286065,0,0,0,5,5
"91215",45607500,1000,0.00282839,0,0,1,4,5
"91216",45608000,1000,0.002687,0,0,2,1,3
"91217",45608500,1000,0.00259055,0,0,1,1,2
"91218",45609000,1000,0.00256438,0,0,0,0,0
"91219",45609500,1000,0.00256192,0,0,0,0,0
"91220",45610000,1000,0.00267005,0,0,1,0,1
"91221",45610500,1000,0.00271708,0,0,1,0,1
"91222",45611000,1000,0.00278338,0,1,0,1,2
"91223",45611500,1000,0.00279775,0,1,0,2,3
"91224",45612000,1000,0.00266266,0,0,0,2,2
"91225",45612500,1000,0.00262951,0,0,0,1,1
"91226",45613000,1000,0.00274581,0,0,0,1,1
"91227",45613500,1000,0.00276352,0,0,0,1,1
"91228",45614000,1000,0.00282109,0,0,1,1,2
"91229",45614500,1000,0.00285032,0,0,2,1,3
"91230",45615000,1000,0.00269586,0,0,1,0,1
"91231",45615500,1000,0.00262136,0,0,0,0,0
"91232",45616000,1000,0.00260427,0,0,0,1,1
"91233",45616500,1000,0.0026819,0,0,0,2,2
"91234",45617000,1000,0.0027118,0,0,0,2,2
"91235",45617500,1000,0.00275902,0,0,0,2,2
"91236",45618000,1000,0.0027209,0,0,0,3,3
"91237",45618500,1000,0.00261363,0,0,0,4,4
"91238",45619000,1000,0.00270881,0,0,1,3,4
"91239",45619500,1000,0.00264172,0,0,1,1,2
"91240",45620000,1000,0.00264269,0,0,0,1,1
"91241",45620500,1000,0.00254652,0,0,0,1,1
"91242",45621000,1000,0.00263518,0,1,0,0,1
"91243",45621500,1000,0.00269661,0,1,0,0,1
"91244",45622000,1000,0.00241755,0,0,0,0,0
"91245",45622500,1000,0.00253582,0,0,0,0,0
"91246",45623000,1000,0.00274503,0,0,0,1,1
"91247",45623500,1000,0.00260151,0,0,0,1,1
"91248",45624000,1000,0.00243494,0,0,0,0,0
"91249",45624500,1000,0.00266179,0,0,0,2,2
"91250",45625000,1000,0.00269701,0,0,0,2,2
"91251",45625500,1000,0.00263602,0,0,0,1,1
"91252",45626000,1000,0.00270952,0,0,0,2,2
"91253",45626500,1000,0.00272191,0,0,0,1,1
"91254",45627000,1000,0.00290364,0,0,1,3,4
"91255",45627500,1000,0.00301862,0,0,2,4,6
"91256",45628000,1000,0.00291153,0,0,1,1,2
"91257",45628500,1000,0.00281979,0,0,0,2,2
"91258",45629000,1000,0.00261858,0,0,0,2,2
"91259",45629500,1000,0.00258994,0,0,0,0,0
"91260",45630000,1000,0.00266947,0,0,0,1,1
"91261",45630500,1000,0.00279347,0,0,1,1,2
"91262",45631000,1000,0.00276666,0,0,1,0,1
"91263",45631500,1000,0.00264626,0,0,1,0,1
"91264",45632000,1000,0.00271069,0,0,1,0,1
"91265",45632500,1000,0.00280412,0,0,1,1,2
"91266",45633000,1000,0.00297488,0,1,1,1,3
"91267",45633500,1000,0.00288813,0,1,0,2,3
"91268",45634000,1000,0.00271954,0,0,0,2,2
"91269",45634500,1000,0.00270153,0,0,0,2,2
"91270",45635000,1000,0.0026241,0,0,0,2,2
"91271",45635500,1000,0.00268419,0,0,0,1,1
"91272",45636000,1000,0.00274337,0,0,0,2,2
"91273",45636500,1000,0.00265634,0,0,0,1,1
"91274",45637000,1000,0.00262054,0,0,0,1,1
"91275",45637500,1000,0.00265981,0,0,0,1,1
"91276",45638000,1000,0.00275902,0,0,0,1,1
"91277",45638500,1000,0.00260546,0,0,0,1,1
"91278",45639000,1000,0.0026168,0,0,0,2,2
"91279",45639500,1000,0.00276191,0,0,0,2,2
"91280",45640000,1000,0.00280749,0,0,0,2,2
"91281",45640500,1000,0.00295305,0,0,1,3,4
"91282",45641000,1000,0.00283754,0,0,1,2,3
"91283",45641500,1000,0.00261469,0,0,0,1,1
"91284",45642000,1000,0.00265405,0,0,0,0,0
"91285",45642500,1000,0.00276998,0,0,0,1,1
"91286",45643000,1000,0.00276324,0,0,0,2,2
"91287",45643500,1000,0.00294769,0,1,1,2,4
"91288",45644000,1000,0.00292421,0,1,1,3,5
"91289",45644500,1000,0.00272962,0,0,1,3,4
"91290",45645000,1000,0.00261621,0,0,1,1,2
"91291",45645500,1000,0.00257124,0,0,0,0,0
"91292",45646000,1000,0.00264745,0,0,0,1,1
"91293",45646500,1000,0.00261919,0,0,0,1,1
"91294",45647000,1000,0.00268086,0,0,0,1,1
"91295",45647500,1000,0.00265532,0,0,0,1,1
"91296",45648000,1000,0.00257391,0,0,0,0,0
"91297",45648500,1000,0.0027021,0,0,0,0,0
"91298",45649000,1000,0.00265969,0,0,0,0,0
"91299",45649500,1000,0.00267667,0,0,0,1,1
"91300",45650000,1000,0.00274682,0,0,0,2,2
"91301",45650500,1000,0.00268028,0,0,0,1,1
"91302",45651000,1000,0.00270533,0,0,0,0,0
"91303",45651500,1000,0.00265442,0,0,0,0,0
"91304",45652000,1000,0.00259434,0,0,0,0,0
"91305",45652500,1000,0.00294689,0,1,1,1,3
"91306",45653000,1000,0.00302109,0,1,2,2,5
"91307",45653500,1000,0.00265359,0,0,1,1,2
"91308",45654000,1000,0.00266264,0,0,0,0,0
"91309",45654500,1000,0.00288866,0,0,0,2,2
"91310",45655000,1000,0.00279436,0,0,0,2,2
"91311",45655500,1000,0.0025476,0,0,0,0,0
"91312",45656000,1000,0.00259101,0,0,0,0,0
"91313",45656500,1000,0.00266636,0,0,0,1,1
"91314",45657000,1000,0.00268141,0,0,0,2,2
"91315",45657500,1000,0.00278125,0,0,1,1,2
"91316",45658000,1000,0.00273476,0,0,1,0,1
"91317",45658500,1000,0.0025571,0,0,0,0,0
"91318",45659000,1000,0.00256481,0,0,0,2,2
"91319",45659500,1000,0.00270665,0,0,0,2,2
"91320",45660000,1000,0.00284132,0,0,0,0,0
"91321",45660500,1000,0.00273213,0,0,0,0,0
"91322",45661000,1000,0.00262407,0,0,0,1,1
"91323",45661500,1000,0.00279299,0,0,0,2,2
"91324",45662000,1000,0.00286076,0,0,0,3,3
"91325",45662500,1000,0.00276788,0,0,0,2,2
"91326",45663000,1000,0.00256741,0,0,0,0,0
"91327",45663500,1000,0.00254781,0,0,0,1,1
"91328",45664000,1000,0.00261415,0,0,0,1,1
"91329",45664500,1000,0.00253089,0,0,0,0,0
"91330",45665000,1000,0.00261767,0,0,0,0,0
"91331",45665500,1000,0.00274908,0,0,0,1,1
"91332",45666000,1000,0.00280917,0,0,0,1,1
"91333",45666500,1000,0.00278211,0,0,0,0,0
"91334",45667000,1000,0.0027599,0,0,0,1,1
"91335",45667500,1000,0.00283427,0,0,0,2,2
"91336",45668000,1000,0.00281481,0,0,0,2,2
"91337",45668500,1000,0.00294346,0,0,1,3,4
"91338",45669000,1000,0.0028609,0,0,1,2,3
"91339",45669500,1000,0.00278391,0,0,0,1,1
"91340",45670000,1000,0.00275969,0,0,0,1,1
"91341",45670500,1000,0.00257036,0,0,0,0,0
"91342",45671000,1000,0.00272712,0,0,1,1,2
"91343",45671500,1000,0.00282717,0,0,1,2,3
"91344",45672000,1000,0.00270072,0,0,0,1,1
"91345",45672500,1000,0.00281135,0,0,0,1,1
"91346",45673000,1000,0.00276444,0,0,0,1,1
"91347",45673500,1000,0.0025812,0,0,0,0,0
"91348",45674000,1000,0.00260591,0,0,0,0,0
"91349",45674500,1000,0.00277051,0,0,1,1,2
"91350",45675000,1000,0.00288206,0,0,1,2,3
"91351",45675500,1000,0.002679,0,0,0,1,1
"91352",45676000,1000,0.00259943,0,0,0,0,0
"91353",45676500,1000,0.00261349,0,0,0,1,1
"91354",45677000,1000,0.00258639,0,0,0,1,1
"91355",45677500,1000,0.00263529,0,0,0,0,0
"91356",45678000,1000,0.00260746,0,0,0,0,0
"91357",45678500,1000,0.00263019,0,0,0,1,1
"91358",45679000,1000,0.00272947,0,0,1,1,2
"91359",45679500,1000,0.00263601,0,0,1,0,1
"91360",45680000,1000,0.00274225,0,0,0,0,0
"91361",45680500,1000,0.00289219,0,0,0,3,3
"91362",45681000,1000,0.00276215,0,0,0,4,4
"91363",45681500,1000,0.00264745,0,0,0,1,1
"91364",45682000,1000,0.00264511,0,0,0,0,0
"91365",45682500,1000,0.00281765,0,0,1,1,2
"91366",45683000,1000,0.00278621,0,0,2,1,3
"91367",45683500,1000,0.00263188,0,0,1,1,2
"91368",45684000,1000,0.0026113,0,0,0,1,1
"91369",45684500,1000,0.00256835,0,0,0,0,0
"91370",45685000,1000,0.00263469,0,0,0,0,0
"91371",45685500,1000,0.00273838,0,0,0,1,1
"91372",45686000,1000,0.00272778,0,0,0,1,1
"91373",45686500,1000,0.00270526,0,0,0,2,2
"91374",45687000,1000,0.00264087,0,0,0,2,2
"91375",45687500,1000,0.00256739,0,0,0,0,0
"91376",45688000,1000,0.00265078,0,0,0,0,0
"91377",45688500,1000,0.00271071,0,0,0,0,0
"91378",45689000,1000,0.00273215,0,0,0,0,0
"91379",45689500,1000,0.00278232,0,1,0,0,1
"91380",45690000,1000,0.0026671,0,1,0,0,1
"91381",45690500,1000,0.0025454,0,0,0,0,0
"91382",45691000,1000,0.00257783,0,0,0,0,0
"91383",45691500,1000,0.00262463,0,0,0,0,0
"91384",45692000,1000,0.00257859,0,0,0,0,0
"91385",45692500,1000,0.00254264,0,0,0,0,0
"91386",45693000,1000,0.00265363,0,0,0,1,1
"91387",45693500,1000,0.00256896,0,0,0,1,1
"91388",45694000,1000,0.00242435,0,0,0,1,1
"91389",45694500,1000,0.00258817,0,0,0,2,2
"91390",45695000,1000,0.00266556,0,0,0,1,1
"91391",45695500,1000,0.00269974,0,0,0,1,1
"91392",45696000,1000,0.00278347,0,0,0,1,1
"91393",45696500,1000,0.00261879,0,0,0,0,0
"91394",45697000,1000,0.00264261,0,0,1,0,1
"91395",45697500,1000,0.00283833,0,0,1,0,1
"91396",45698000,1000,0.0029056,0,0,1,0,1
"91397",45698500,1000,0.00279865,0,0,1,0,1
"91398",45699000,1000,0.00267371,0,0,0,2,2
"91399",45699500,1000,0.00264004,0,0,0,2,2
"91400",45700000,1000,0.00265551,0,0,0,0,0
"91401",45700500,1000,0.00269163,0,0,0,0,0
"91402",45701000,1000,0.00260895,0,0,0,0,0
"91403",45701500,1000,0.00262189,0,0,0,0,0
"91404",45702000,1000,0.00264518,0,0,0,1,1
"91405",45702500,1000,0.00283304,0,0,1,1,2
"91406",45703000,1000,0.00286523,0,0,1,0,1
"91407",45703500,1000,0.00271328,0,0,0,1,1
"91408",45704000,1000,0.00279988,0,0,0,2,2
"91409",45704500,1000,0.00268845,0,0,0,1,1
"91410",45705000,1000,0.00264256,0,0,0,1,1
"91411",45705500,1000,0.00271648,0,0,0,1,1
"91412",45706000,1000,0.00261403,0,0,0,0,0
"91413",45706500,1000,0.002573,0,0,0,0,0
"91414",45707000,1000,0.0026174,0,0,0,0,0
"91415",45707500,1000,0.00259597,0,0,0,0,0
"91416",45708000,1000,0.00270031,0,0,0,1,1
"91417",45708500,1000,0.00276622,0,0,0,1,1
"91418",45709000,1000,0.00268922,0,0,1,0,1
"91419",45709500,1000,0.00267054,0,0,1,0,1
"91420",45710000,1000,0.00268455,0,0,0,1,1
"91421",45710500,1000,0.00255745,0,0,0,1,1
"91422",45711000,1000,0.00259705,0,0,0,0,0
"91423",45711500,1000,0.00272539,0,0,0,0,0
"91424",45712000,1000,0.00278647,0,0,1,1,2
"91425",45712500,1000,0.00295983,0,1,1,2,4
"91426",45713000,1000,0.00288314,0,1,0,2,3
"91427",45713500,1000,0.00262473,0,0,0,2,2
"91428",45714000,1000,0.0025421,0,0,0,1,1
"91429",45714500,1000,0.00260241,0,0,0,0,0
"91430",45715000,1000,0.00262185,0,0,0,0,0
"91431",45715500,1000,0.00280479,0,1,0,0,1
"91432",45716000,1000,0.00281181,0,1,0,0,1
"91433",45716500,1000,0.00271853,0,0,1,1,2
"91434",45717000,1000,0.0026729,0,0,1,1,2
"91435",45717500,1000,0.00249295,0,0,0,1,1
"91436",45718000,1000,0.00266085,0,0,0,1,1
"91437",45718500,1000,0.00265015,0,0,0,1,1
"91438",45719000,1000,0.00252345,0,0,0,3,3
"91439",45719500,1000,0.00265617,0,0,0,2,2
"91440",45720000,1000,0.00275958,0,0,0,1,1
"91441",45720500,1000,0.00277052,0,0,0,2,2
"91442",45721000,1000,0.00266512,0,0,0,1,1
"91443",45721500,1000,0.0027813,0,0,1,1,2
"91444",45722000,1000,0.00288646,0,0,1,1,2
"91445",45722500,1000,0.00283633,0,0,0,1,1
"91446",45723000,1000,0.00277331,0,0,0,1,1
"91447",45723500,1000,0.00267336,0,0,0,0,0
"91448",45724000,1000,0.00258564,0,0,0,0,0
"91449",45724500,1000,0.00267251,0,0,0,3,3
"91450",45725000,1000,0.00268179,0,0,0,3,3
"91451",45725500,1000,0.00270266,0,0,0,1,1
"91452",45726000,1000,0.00273591,0,0,0,1,1
"91453",45726500,1000,0.00269059,0,0,0,0,0
"91454",45727000,1000,0.00278177,0,0,0,0,0
"91455",45727500,1000,0.0028437,0,0,0,1,1
"91456",45728000,1000,0.0027418,0,0,0,2,2
"91457",45728500,1000,0.0026516,0,0,0,1,1
"91458",45729000,1000,0.00282316,0,0,0,1,1
"91459",45729500,1000,0.00282116,0,0,0,1,1
"91460",45730000,1000,0.00261258,0,0,0,0,0
"91461",45730500,1000,0.0025725,0,0,0,0,0
"91462",45731000,1000,0.00267569,0,0,0,0,0
"91463",45731500,1000,0.0026339,0,0,0,1,1
"91464",45732000,1000,0.00273893,0,0,1,1,2
"91465",45732500,1000,0.00277077,0,0,1,0,1
"91466",45733000,1000,0.00272314,0,0,0,0,0
"91467",45733500,1000,0.00272305,0,0,1,0,1
"91468",45734000,1000,0.00261726,0,0,1,0,1
"91469",45734500,1000,0.00259442,0,0,0,0,0
"91470",45735000,1000,0.00255596,0,0,0,0,0
"91471",45735500,1000,0.00257553,0,0,0,0,0
"91472",45736000,1000,0.00255093,0,0,0,0,0
"91473",45736500,1000,0.00258286,0,0,0,0,0
"91474",45737000,1000,0.00257994,0,0,0,0,0
"91475",45737500,1000,0.00248692,0,0,0,0,0
"91476",45738000,1000,0.00252972,0,0,0,0,0
"91477",45738500,1000,0.00265645,0,0,0,1,1
"91478",45739000,1000,0.00267151,0,0,0,1,1
"91479",45739500,1000,0.00265675,0,0,0,0,0
"91480",45740000,1000,0.00281287,0,0,0,1,1
"91481",45740500,1000,0.00284274,0,0,0,1,1
"91482",45741000,1000,0.00260547,0,0,0,0,0
"91483",45741500,1000,0.00252403,0,0,0,0,0
"91484",45742000,1000,0.0025991,0,0,0,0,0
"91485",45742500,1000,0.00293844,0,2,0,1,3
"91486",45743000,1000,0.00292777,0,2,0,1,3
"91487",45743500,1000,0.00282604,0,0,1,1,2
"91488",45744000,1000,0.00283915,0,0,1,1,2
"91489",45744500,1000,0.00276228,0,0,0,1,1
"91490",45745000,1000,0.00283781,0,0,0,1,1
"91491",45745500,1000,0.00269044,0,0,0,0,0
